"Ársfjórðungur";"Sveitarfélag";"Kyn og ríkisfang";Mannfjöldi eftir sveitarfélögum, kyni, ríkisfangi og ársfjórðungum
"2013Á4";" Suðurnesjabær";"Erl. ríkisborgarar";.
"2013Á4";" Akraneskaupstaður";"Alls";6700
"2013Á4";" Akraneskaupstaður";"Karlar";3410
"2013Á4";" Akraneskaupstaður";"Konur";3290
"2013Á4";" Akraneskaupstaður";"Ísl. ríkisborgarar";6260
"2013Á4";" Akraneskaupstaður";"Erl. ríkisborgarar";440
"2013Á4";" Skorradalshreppur";"Alls";60
"2013Á4";" Skorradalshreppur";"Karlar";30
"2013Á4";" Skorradalshreppur";"Konur";25
"2013Á4";" Skorradalshreppur";"Ísl. ríkisborgarar";60
"2013Á4";" Skorradalshreppur";"Erl. ríkisborgarar";.
"2013Á4";" Hvalfjarðarsveit";"Alls";620
"2013Á4";" Hvalfjarðarsveit";"Karlar";320
"2013Á4";" Hvalfjarðarsveit";"Konur";300
"2013Á4";" Hvalfjarðarsveit";"Ísl. ríkisborgarar";590
"2013Á4";" Hvalfjarðarsveit";"Erl. ríkisborgarar";30
"2013Á4";" Borgarbyggð";"Alls";3520
"2013Á4";" Borgarbyggð";"Karlar";1820
"2013Á4";" Borgarbyggð";"Konur";1710
"2013Á4";" Borgarbyggð";"Ísl. ríkisborgarar";3350
"2013Á4";" Borgarbyggð";"Erl. ríkisborgarar";170
"2013Á4";" Grundarfjarðarbær";"Alls";870
"2013Á4";" Grundarfjarðarbær";"Karlar";440
"2013Á4";" Grundarfjarðarbær";"Konur";440
"2013Á4";" Grundarfjarðarbær";"Ísl. ríkisborgarar";750
"2013Á4";" Grundarfjarðarbær";"Erl. ríkisborgarar";120
"2013Á4";" Helgafellssveit";"Alls";50
"2013Á4";" Helgafellssveit";"Karlar";35
"2013Á4";" Helgafellssveit";"Konur";20
"2013Á4";" Helgafellssveit";"Ísl. ríkisborgarar";50
"2013Á4";" Helgafellssveit";"Erl. ríkisborgarar";5
"2013Á4";" Stykkishólmsbær";"Alls";1090
"2013Á4";" Stykkishólmsbær";"Karlar";560
"2013Á4";" Stykkishólmsbær";"Konur";540
"2013Á4";" Stykkishólmsbær";"Ísl. ríkisborgarar";1010
"2013Á4";" Stykkishólmsbær";"Erl. ríkisborgarar";90
"2013Á4";" Eyja- og Miklaholtshreppur";"Alls";150
"2013Á4";" Eyja- og Miklaholtshreppur";"Karlar";70
"2013Á4";" Eyja- og Miklaholtshreppur";"Konur";70
"2013Á4";" Eyja- og Miklaholtshreppur";"Ísl. ríkisborgarar";110
"2013Á4";" Eyja- og Miklaholtshreppur";"Erl. ríkisborgarar";35
"2013Á4";" Snæfellsbær";"Alls";1690
"2013Á4";" Snæfellsbær";"Karlar";870
"2013Á4";" Snæfellsbær";"Konur";820
"2013Á4";" Snæfellsbær";"Ísl. ríkisborgarar";1440
"2013Á4";" Snæfellsbær";"Erl. ríkisborgarar";250
"2013Á4";" Dalabyggð";"Alls";670
"2013Á4";" Dalabyggð";"Karlar";350
"2013Á4";" Dalabyggð";"Konur";320
"2013Á4";" Dalabyggð";"Ísl. ríkisborgarar";650
"2013Á4";" Dalabyggð";"Erl. ríkisborgarar";25
"2013Á4";" Bolungarvíkurkaupstaður";"Alls";950
"2013Á4";" Bolungarvíkurkaupstaður";"Karlar";500
"2013Á4";" Bolungarvíkurkaupstaður";"Konur";460
"2013Á4";" Bolungarvíkurkaupstaður";"Ísl. ríkisborgarar";810
"2013Á4";" Bolungarvíkurkaupstaður";"Erl. ríkisborgarar";140
"2013Á4";" Ísafjarðarbær";"Alls";3640
"2013Á4";" Ísafjarðarbær";"Karlar";1810
"2013Á4";" Ísafjarðarbær";"Konur";1830
"2013Á4";" Ísafjarðarbær";"Ísl. ríkisborgarar";3280
"2013Á4";" Ísafjarðarbær";"Erl. ríkisborgarar";370
"2013Á4";" Reykhólahreppur";"Alls";270
"2013Á4";" Reykhólahreppur";"Karlar";140
"2013Á4";" Reykhólahreppur";"Konur";130
"2013Á4";" Reykhólahreppur";"Ísl. ríkisborgarar";270
"2013Á4";" Reykhólahreppur";"Erl. ríkisborgarar";5
"2013Á4";" Tálknafjarðarhreppur";"Alls";300
"2013Á4";" Tálknafjarðarhreppur";"Karlar";150
"2013Á4";" Tálknafjarðarhreppur";"Konur";150
"2013Á4";" Tálknafjarðarhreppur";"Ísl. ríkisborgarar";250
"2013Á4";" Tálknafjarðarhreppur";"Erl. ríkisborgarar";50
"2013Á4";" Vesturbyggð";"Alls";950
"2013Á4";" Vesturbyggð";"Karlar";500
"2013Á4";" Vesturbyggð";"Konur";450
"2013Á4";" Vesturbyggð";"Ísl. ríkisborgarar";840
"2013Á4";" Vesturbyggð";"Erl. ríkisborgarar";110
"2013Á4";" Súðavíkurhreppur";"Alls";200
"2013Á4";" Súðavíkurhreppur";"Karlar";100
"2013Á4";" Súðavíkurhreppur";"Konur";100
"2013Á4";" Súðavíkurhreppur";"Ísl. ríkisborgarar";170
"2013Á4";" Súðavíkurhreppur";"Erl. ríkisborgarar";30
"2013Á4";" Árneshreppur";"Alls";50
"2013Á4";" Árneshreppur";"Karlar";30
"2013Á4";" Árneshreppur";"Konur";25
"2013Á4";" Árneshreppur";"Ísl. ríkisborgarar";50
"2013Á4";" Árneshreppur";"Erl. ríkisborgarar";0
"2013Á4";" Kaldrananeshreppur";"Alls";110
"2013Á4";" Kaldrananeshreppur";"Karlar";50
"2013Á4";" Kaldrananeshreppur";"Konur";50
"2013Á4";" Kaldrananeshreppur";"Ísl. ríkisborgarar";100
"2013Á4";" Kaldrananeshreppur";"Erl. ríkisborgarar";5
"2013Á4";" Bæjarhreppur";"Alls";.
"2013Á4";" Bæjarhreppur";"Karlar";.
"2013Á4";" Bæjarhreppur";"Konur";.
"2013Á4";" Bæjarhreppur";"Ísl. ríkisborgarar";.
"2013Á4";" Bæjarhreppur";"Erl. ríkisborgarar";.
"2013Á4";" Strandabyggð";"Alls";510
"2013Á4";" Strandabyggð";"Karlar";270
"2013Á4";" Strandabyggð";"Konur";240
"2013Á4";" Strandabyggð";"Ísl. ríkisborgarar";500
"2013Á4";" Strandabyggð";"Erl. ríkisborgarar";10
"2013Á4";" Sveitarfélagið Skagafjörður";"Alls";3980
"2013Á4";" Sveitarfélagið Skagafjörður";"Karlar";2010
"2013Á4";" Sveitarfélagið Skagafjörður";"Konur";1960
"2013Á4";" Sveitarfélagið Skagafjörður";"Ísl. ríkisborgarar";3850
"2013Á4";" Sveitarfélagið Skagafjörður";"Erl. ríkisborgarar";130
"2013Á4";" Húnaþing vestra";"Alls";1170
"2013Á4";" Húnaþing vestra";"Karlar";570
"2013Á4";" Húnaþing vestra";"Konur";610
"2013Á4";" Húnaþing vestra";"Ísl. ríkisborgarar";1120
"2013Á4";" Húnaþing vestra";"Erl. ríkisborgarar";50
"2013Á4";" Blönduósbær";"Alls";880
"2013Á4";" Blönduósbær";"Karlar";450
"2013Á4";" Blönduósbær";"Konur";430
"2013Á4";" Blönduósbær";"Ísl. ríkisborgarar";810
"2013Á4";" Blönduósbær";"Erl. ríkisborgarar";70
"2013Á4";" Sveitarfélagið Skagaströnd";"Alls";500
"2013Á4";" Sveitarfélagið Skagaströnd";"Karlar";260
"2013Á4";" Sveitarfélagið Skagaströnd";"Konur";240
"2013Á4";" Sveitarfélagið Skagaströnd";"Ísl. ríkisborgarar";480
"2013Á4";" Sveitarfélagið Skagaströnd";"Erl. ríkisborgarar";15
"2013Á4";" Skagabyggð";"Alls";100
"2013Á4";" Skagabyggð";"Karlar";50
"2013Á4";" Skagabyggð";"Konur";45
"2013Á4";" Skagabyggð";"Ísl. ríkisborgarar";100
"2013Á4";" Skagabyggð";"Erl. ríkisborgarar";5
"2013Á4";" Húnavatnshreppur";"Alls";410
"2013Á4";" Húnavatnshreppur";"Karlar";220
"2013Á4";" Húnavatnshreppur";"Konur";190
"2013Á4";" Húnavatnshreppur";"Ísl. ríkisborgarar";390
"2013Á4";" Húnavatnshreppur";"Erl. ríkisborgarar";20
"2013Á4";" Akrahreppur";"Alls";210
"2013Á4";" Akrahreppur";"Karlar";100
"2013Á4";" Akrahreppur";"Konur";110
"2013Á4";" Akrahreppur";"Ísl. ríkisborgarar";200
"2013Á4";" Akrahreppur";"Erl. ríkisborgarar";10
"2013Á4";" Akureyrarbær";"Alls";18100
"2013Á4";" Akureyrarbær";"Karlar";8980
"2013Á4";" Akureyrarbær";"Konur";9120
"2013Á4";" Akureyrarbær";"Ísl. ríkisborgarar";17610
"2013Á4";" Akureyrarbær";"Erl. ríkisborgarar";490
"2013Á4";" Norðurþing";"Alls";2820
"2013Á4";" Norðurþing";"Karlar";1420
"2013Á4";" Norðurþing";"Konur";1410
"2013Á4";" Norðurþing";"Ísl. ríkisborgarar";2620
"2013Á4";" Norðurþing";"Erl. ríkisborgarar";210
"2013Á4";" Fjallabyggð";"Alls";2010
"2013Á4";" Fjallabyggð";"Karlar";1000
"2013Á4";" Fjallabyggð";"Konur";1010
"2013Á4";" Fjallabyggð";"Ísl. ríkisborgarar";1940
"2013Á4";" Fjallabyggð";"Erl. ríkisborgarar";70
"2013Á4";" Dalvíkurbyggð";"Alls";1870
"2013Á4";" Dalvíkurbyggð";"Karlar";960
"2013Á4";" Dalvíkurbyggð";"Konur";910
"2013Á4";" Dalvíkurbyggð";"Ísl. ríkisborgarar";1720
"2013Á4";" Dalvíkurbyggð";"Erl. ríkisborgarar";150
"2013Á4";" Arnarneshreppur";"Alls";.
"2013Á4";" Arnarneshreppur";"Karlar";.
"2013Á4";" Arnarneshreppur";"Konur";.
"2013Á4";" Arnarneshreppur";"Ísl. ríkisborgarar";.
"2013Á4";" Arnarneshreppur";"Erl. ríkisborgarar";.
"2013Á4";" Eyjafjarðarsveit";"Alls";1030
"2013Á4";" Eyjafjarðarsveit";"Karlar";540
"2013Á4";" Eyjafjarðarsveit";"Konur";490
"2013Á4";" Eyjafjarðarsveit";"Ísl. ríkisborgarar";1000
"2013Á4";" Eyjafjarðarsveit";"Erl. ríkisborgarar";25
"2013Á4";" Hörgárbyggð";"Alls";.
"2013Á4";" Hörgárbyggð";"Karlar";.
"2013Á4";" Hörgárbyggð";"Konur";.
"2013Á4";" Hörgárbyggð";"Ísl. ríkisborgarar";.
"2013Á4";" Hörgárbyggð";"Erl. ríkisborgarar";.
"2013Á4";" Hörgársveit";"Alls";560
"2013Á4";" Hörgársveit";"Karlar";290
"2013Á4";" Hörgársveit";"Konur";270
"2013Á4";" Hörgársveit";"Ísl. ríkisborgarar";540
"2013Á4";" Hörgársveit";"Erl. ríkisborgarar";15
"2013Á4";" Svalbarðsstrandarhreppur";"Alls";390
"2013Á4";" Svalbarðsstrandarhreppur";"Karlar";200
"2013Á4";" Svalbarðsstrandarhreppur";"Konur";180
"2013Á4";" Svalbarðsstrandarhreppur";"Ísl. ríkisborgarar";350
"2013Á4";" Svalbarðsstrandarhreppur";"Erl. ríkisborgarar";35
"2013Á4";" Grýtubakkahreppur";"Alls";350
"2013Á4";" Grýtubakkahreppur";"Karlar";190
"2013Á4";" Grýtubakkahreppur";"Konur";170
"2013Á4";" Grýtubakkahreppur";"Ísl. ríkisborgarar";330
"2013Á4";" Grýtubakkahreppur";"Erl. ríkisborgarar";25
"2013Á4";" Skútustaðahreppur";"Alls";370
"2013Á4";" Skútustaðahreppur";"Karlar";190
"2013Á4";" Skútustaðahreppur";"Konur";180
"2013Á4";" Skútustaðahreppur";"Ísl. ríkisborgarar";360
"2013Á4";" Skútustaðahreppur";"Erl. ríkisborgarar";15
"2013Á4";" Tjörneshreppur";"Alls";60
"2013Á4";" Tjörneshreppur";"Karlar";25
"2013Á4";" Tjörneshreppur";"Konur";30
"2013Á4";" Tjörneshreppur";"Ísl. ríkisborgarar";60
"2013Á4";" Tjörneshreppur";"Erl. ríkisborgarar";.
"2013Á4";" Þingeyjarsveit";"Alls";920
"2013Á4";" Þingeyjarsveit";"Karlar";470
"2013Á4";" Þingeyjarsveit";"Konur";450
"2013Á4";" Þingeyjarsveit";"Ísl. ríkisborgarar";890
"2013Á4";" Þingeyjarsveit";"Erl. ríkisborgarar";25
"2013Á4";" Svalbarðshreppur";"Alls";90
"2013Á4";" Svalbarðshreppur";"Karlar";50
"2013Á4";" Svalbarðshreppur";"Konur";40
"2013Á4";" Svalbarðshreppur";"Ísl. ríkisborgarar";90
"2013Á4";" Svalbarðshreppur";"Erl. ríkisborgarar";5
"2013Á4";" Langanesbyggð";"Alls";530
"2013Á4";" Langanesbyggð";"Karlar";280
"2013Á4";" Langanesbyggð";"Konur";250
"2013Á4";" Langanesbyggð";"Ísl. ríkisborgarar";460
"2013Á4";" Langanesbyggð";"Erl. ríkisborgarar";70
"2013Á4";" Seyðisfjarðarkaupstaður";"Alls";670
"2013Á4";" Seyðisfjarðarkaupstaður";"Karlar";350
"2013Á4";" Seyðisfjarðarkaupstaður";"Konur";320
"2013Á4";" Seyðisfjarðarkaupstaður";"Ísl. ríkisborgarar";630
"2013Á4";" Seyðisfjarðarkaupstaður";"Erl. ríkisborgarar";40
"2013Á4";" Fjarðabyggð";"Alls";4680
"2013Á4";" Fjarðabyggð";"Karlar";2510
"2013Á4";" Fjarðabyggð";"Konur";2180
"2013Á4";" Fjarðabyggð";"Ísl. ríkisborgarar";4180
"2013Á4";" Fjarðabyggð";"Erl. ríkisborgarar";500
"2013Á4";" Vopnafjarðarhreppur";"Alls";700
"2013Á4";" Vopnafjarðarhreppur";"Karlar";360
"2013Á4";" Vopnafjarðarhreppur";"Konur";330
"2013Á4";" Vopnafjarðarhreppur";"Ísl. ríkisborgarar";680
"2013Á4";" Vopnafjarðarhreppur";"Erl. ríkisborgarar";20
"2013Á4";" Fljótsdalshreppur";"Alls";70
"2013Á4";" Fljótsdalshreppur";"Karlar";45
"2013Á4";" Fljótsdalshreppur";"Konur";20
"2013Á4";" Fljótsdalshreppur";"Ísl. ríkisborgarar";70
"2013Á4";" Fljótsdalshreppur";"Erl. ríkisborgarar";.
"2013Á4";" Borgarfjarðarhreppur";"Alls";130
"2013Á4";" Borgarfjarðarhreppur";"Karlar";80
"2013Á4";" Borgarfjarðarhreppur";"Konur";60
"2013Á4";" Borgarfjarðarhreppur";"Ísl. ríkisborgarar";110
"2013Á4";" Borgarfjarðarhreppur";"Erl. ríkisborgarar";20
"2013Á4";" Breiðdalshreppur";"Alls";190
"2013Á4";" Breiðdalshreppur";"Karlar";110
"2013Á4";" Breiðdalshreppur";"Konur";80
"2013Á4";" Breiðdalshreppur";"Ísl. ríkisborgarar";180
"2013Á4";" Breiðdalshreppur";"Erl. ríkisborgarar";10
"2013Á4";" Djúpavogshreppur";"Alls";470
"2013Á4";" Djúpavogshreppur";"Karlar";250
"2013Á4";" Djúpavogshreppur";"Konur";220
"2013Á4";" Djúpavogshreppur";"Ísl. ríkisborgarar";410
"2013Á4";" Djúpavogshreppur";"Erl. ríkisborgarar";60
"2013Á4";" Fljótsdalshérað";"Alls";3460
"2013Á4";" Fljótsdalshérað";"Karlar";1770
"2013Á4";" Fljótsdalshérað";"Konur";1700
"2013Á4";" Fljótsdalshérað";"Ísl. ríkisborgarar";3290
"2013Á4";" Fljótsdalshérað";"Erl. ríkisborgarar";170
"2013Á4";" Sveitarfélagið Hornafjörður";"Alls";2170
"2013Á4";" Sveitarfélagið Hornafjörður";"Karlar";1150
"2013Á4";" Sveitarfélagið Hornafjörður";"Konur";1020
"2013Á4";" Sveitarfélagið Hornafjörður";"Ísl. ríkisborgarar";2030
"2013Á4";" Sveitarfélagið Hornafjörður";"Erl. ríkisborgarar";140
"2013Á4";" Vestmannaeyjabær";"Alls";4270
"2013Á4";" Vestmannaeyjabær";"Karlar";2220
"2013Á4";" Vestmannaeyjabær";"Konur";2050
"2013Á4";" Vestmannaeyjabær";"Ísl. ríkisborgarar";4050
"2013Á4";" Vestmannaeyjabær";"Erl. ríkisborgarar";210
"2013Á4";" Sveitarfélagið Árborg";"Alls";7900
"2013Á4";" Sveitarfélagið Árborg";"Karlar";4000
"2013Á4";" Sveitarfélagið Árborg";"Konur";3900
"2013Á4";" Sveitarfélagið Árborg";"Ísl. ríkisborgarar";7570
"2013Á4";" Sveitarfélagið Árborg";"Erl. ríkisborgarar";330
"2013Á4";" Mýrdalshreppur";"Alls";490
"2013Á4";" Mýrdalshreppur";"Karlar";260
"2013Á4";" Mýrdalshreppur";"Konur";230
"2013Á4";" Mýrdalshreppur";"Ísl. ríkisborgarar";440
"2013Á4";" Mýrdalshreppur";"Erl. ríkisborgarar";50
"2013Á4";" Skaftárhreppur";"Alls";450
"2013Á4";" Skaftárhreppur";"Karlar";240
"2013Á4";" Skaftárhreppur";"Konur";210
"2013Á4";" Skaftárhreppur";"Ísl. ríkisborgarar";430
"2013Á4";" Skaftárhreppur";"Erl. ríkisborgarar";15
"2013Á4";" Ásahreppur";"Alls";190
"2013Á4";" Ásahreppur";"Karlar";90
"2013Á4";" Ásahreppur";"Konur";100
"2013Á4";" Ásahreppur";"Ísl. ríkisborgarar";180
"2013Á4";" Ásahreppur";"Erl. ríkisborgarar";20
"2013Á4";" Rangárþing eystra";"Alls";1710
"2013Á4";" Rangárþing eystra";"Karlar";900
"2013Á4";" Rangárþing eystra";"Konur";810
"2013Á4";" Rangárþing eystra";"Ísl. ríkisborgarar";1520
"2013Á4";" Rangárþing eystra";"Erl. ríkisborgarar";190
"2013Á4";" Rangárþing ytra";"Alls";1550
"2013Á4";" Rangárþing ytra";"Karlar";780
"2013Á4";" Rangárþing ytra";"Konur";770
"2013Á4";" Rangárþing ytra";"Ísl. ríkisborgarar";1420
"2013Á4";" Rangárþing ytra";"Erl. ríkisborgarar";140
"2013Á4";" Hrunamannahreppur";"Alls";790
"2013Á4";" Hrunamannahreppur";"Karlar";420
"2013Á4";" Hrunamannahreppur";"Konur";370
"2013Á4";" Hrunamannahreppur";"Ísl. ríkisborgarar";660
"2013Á4";" Hrunamannahreppur";"Erl. ríkisborgarar";130
"2013Á4";" Hveragerðisbær";"Alls";2330
"2013Á4";" Hveragerðisbær";"Karlar";1190
"2013Á4";" Hveragerðisbær";"Konur";1140
"2013Á4";" Hveragerðisbær";"Ísl. ríkisborgarar";2240
"2013Á4";" Hveragerðisbær";"Erl. ríkisborgarar";100
"2013Á4";" Sveitarfélagið Ölfus";"Alls";1900
"2013Á4";" Sveitarfélagið Ölfus";"Karlar";990
"2013Á4";" Sveitarfélagið Ölfus";"Konur";910
"2013Á4";" Sveitarfélagið Ölfus";"Ísl. ríkisborgarar";1650
"2013Á4";" Sveitarfélagið Ölfus";"Erl. ríkisborgarar";260
"2013Á4";" Grímsnes- og Grafningshreppur";"Alls";420
"2013Á4";" Grímsnes- og Grafningshreppur";"Karlar";230
"2013Á4";" Grímsnes- og Grafningshreppur";"Konur";200
"2013Á4";" Grímsnes- og Grafningshreppur";"Ísl. ríkisborgarar";380
"2013Á4";" Grímsnes- og Grafningshreppur";"Erl. ríkisborgarar";40
"2013Á4";" Skeiða- og Gnúpverjahreppur";"Alls";530
"2013Á4";" Skeiða- og Gnúpverjahreppur";"Karlar";270
"2013Á4";" Skeiða- og Gnúpverjahreppur";"Konur";260
"2013Á4";" Skeiða- og Gnúpverjahreppur";"Ísl. ríkisborgarar";480
"2013Á4";" Skeiða- og Gnúpverjahreppur";"Erl. ríkisborgarar";50
"2013Á4";" Bláskógabyggð";"Alls";930
"2013Á4";" Bláskógabyggð";"Karlar";470
"2013Á4";" Bláskógabyggð";"Konur";460
"2013Á4";" Bláskógabyggð";"Ísl. ríkisborgarar";830
"2013Á4";" Bláskógabyggð";"Erl. ríkisborgarar";100
"2013Á4";" Flóahreppur";"Alls";630
"2013Á4";" Flóahreppur";"Karlar";340
"2013Á4";" Flóahreppur";"Konur";290
"2013Á4";" Flóahreppur";"Ísl. ríkisborgarar";590
"2013Á4";" Flóahreppur";"Erl. ríkisborgarar";35
"2014Á1";"Alls";"Alls";326340
"2014Á1";"Alls";"Karlar";163660
"2014Á1";"Alls";"Konur";162680
"2014Á1";"Alls";"Ísl. ríkisborgarar";303290
"2014Á1";"Alls";"Erl. ríkisborgarar";23060
"2014Á1";"Höfuðborgarsvæðið";"Alls";209380
"2014Á1";"Höfuðborgarsvæðið";"Karlar";103890
"2014Á1";"Höfuðborgarsvæðið";"Konur";105490
"2014Á1";"Höfuðborgarsvæðið";"Ísl. ríkisborgarar";194510
"2014Á1";"Höfuðborgarsvæðið";"Erl. ríkisborgarar";14860
"2014Á1";" Reykjavíkurborg";"Alls";121490
"2014Á1";" Reykjavíkurborg";"Karlar";60200
"2014Á1";" Reykjavíkurborg";"Konur";61290
"2014Á1";" Reykjavíkurborg";"Ísl. ríkisborgarar";111550
"2014Á1";" Reykjavíkurborg";"Erl. ríkisborgarar";9930
"2014Á1";" Kópavogsbær";"Alls";32500
"2014Á1";" Kópavogsbær";"Karlar";16170
"2014Á1";" Kópavogsbær";"Konur";16330
"2014Á1";" Kópavogsbær";"Ísl. ríkisborgarar";30580
"2014Á1";" Kópavogsbær";"Erl. ríkisborgarar";1920
"2014Á1";" Seltjarnarnesbær";"Alls";4360
"2014Á1";" Seltjarnarnesbær";"Karlar";2160
"2014Á1";" Seltjarnarnesbær";"Konur";2200
"2014Á1";" Seltjarnarnesbær";"Ísl. ríkisborgarar";4170
"2014Á1";" Seltjarnarnesbær";"Erl. ríkisborgarar";190
"2014Á1";" Garðabær";"Alls";14240
"2014Á1";" Garðabær";"Karlar";6990
"2014Á1";" Garðabær";"Konur";7250
"2014Á1";" Garðabær";"Ísl. ríkisborgarar";13820
"2014Á1";" Garðabær";"Erl. ríkisborgarar";420
"2014Á1";" Hafnarfjarðarkaupstaður";"Alls";27430
"2014Á1";" Hafnarfjarðarkaupstaður";"Karlar";13580
"2014Á1";" Hafnarfjarðarkaupstaður";"Konur";13850
"2014Á1";" Hafnarfjarðarkaupstaður";"Ísl. ríkisborgarar";25410
"2014Á1";" Hafnarfjarðarkaupstaður";"Erl. ríkisborgarar";2020
"2014Á1";" Sveitarfélagið Álftanes";"Alls";.
"2014Á1";" Sveitarfélagið Álftanes";"Karlar";.
"2014Á1";" Sveitarfélagið Álftanes";"Konur";.
"2014Á1";" Sveitarfélagið Álftanes";"Ísl. ríkisborgarar";.
"2014Á1";" Sveitarfélagið Álftanes";"Erl. ríkisborgarar";.
"2014Á1";" Mosfellsbær";"Alls";9140
"2014Á1";" Mosfellsbær";"Karlar";4680
"2014Á1";" Mosfellsbær";"Konur";4460
"2014Á1";" Mosfellsbær";"Ísl. ríkisborgarar";8780
"2014Á1";" Mosfellsbær";"Erl. ríkisborgarar";360
"2014Á1";" Kjósarhreppur";"Alls";220
"2014Á1";" Kjósarhreppur";"Karlar";120
"2014Á1";" Kjósarhreppur";"Konur";100
"2014Á1";" Kjósarhreppur";"Ísl. ríkisborgarar";210
"2014Á1";" Kjósarhreppur";"Erl. ríkisborgarar";10
"2014Á1";"Landsbyggðin";"Alls";116970
"2014Á1";"Landsbyggðin";"Karlar";59770
"2014Á1";"Landsbyggðin";"Konur";57200
"2014Á1";"Landsbyggðin";"Ísl. ríkisborgarar";108780
"2014Á1";"Landsbyggðin";"Erl. ríkisborgarar";8190
"2014Á1";" Reykjanesbær";"Alls";14610
"2014Á1";" Reykjanesbær";"Karlar";7410
"2014Á1";" Reykjanesbær";"Konur";7200
"2014Á1";" Reykjanesbær";"Ísl. ríkisborgarar";13140
"2014Á1";" Reykjanesbær";"Erl. ríkisborgarar";1470
"2014Á1";" Grindavíkurbær";"Alls";2880
"2014Á1";" Grindavíkurbær";"Karlar";1510
"2014Á1";" Grindavíkurbær";"Konur";1370
"2014Á1";" Grindavíkurbær";"Ísl. ríkisborgarar";2660
"2014Á1";" Grindavíkurbær";"Erl. ríkisborgarar";220
"2014Á1";" Sandgerðisbær";"Alls";1630
"2014Á1";" Sandgerðisbær";"Karlar";860
"2014Á1";" Sandgerðisbær";"Konur";770
"2014Á1";" Sandgerðisbær";"Ísl. ríkisborgarar";1370
"2014Á1";" Sandgerðisbær";"Erl. ríkisborgarar";260
"2014Á1";" Sveitarfélagið Garður";"Alls";1410
"2014Á1";" Sveitarfélagið Garður";"Karlar";740
"2014Á1";" Sveitarfélagið Garður";"Konur";660
"2014Á1";" Sveitarfélagið Garður";"Ísl. ríkisborgarar";1240
"2014Á1";" Sveitarfélagið Garður";"Erl. ríkisborgarar";170
"2014Á1";" Sveitarfélagið Vogar";"Alls";1140
"2014Á1";" Sveitarfélagið Vogar";"Karlar";590
"2014Á1";" Sveitarfélagið Vogar";"Konur";560
"2014Á1";" Sveitarfélagið Vogar";"Ísl. ríkisborgarar";1060
"2014Á1";" Sveitarfélagið Vogar";"Erl. ríkisborgarar";80
"2014Á1";" Suðurnesjabær";"Alls";.
"2014Á1";" Suðurnesjabær";"Karlar";.
"2014Á1";" Suðurnesjabær";"Konur";.
"2014Á1";" Suðurnesjabær";"Ísl. ríkisborgarar";.
"2014Á1";" Suðurnesjabær";"Erl. ríkisborgarar";.
"2014Á1";" Akraneskaupstaður";"Alls";6700
"2014Á1";" Akraneskaupstaður";"Karlar";3410
"2014Á1";" Akraneskaupstaður";"Konur";3290
"2014Á1";" Akraneskaupstaður";"Ísl. ríkisborgarar";6290
"2014Á1";" Akraneskaupstaður";"Erl. ríkisborgarar";420
"2014Á1";" Skorradalshreppur";"Alls";60
"2014Á1";" Skorradalshreppur";"Karlar";35
"2014Á1";" Skorradalshreppur";"Konur";30
"2014Á1";" Skorradalshreppur";"Ísl. ríkisborgarar";60
"2014Á1";" Skorradalshreppur";"Erl. ríkisborgarar";.
"2014Á1";" Hvalfjarðarsveit";"Alls";620
"2014Á1";" Hvalfjarðarsveit";"Karlar";320
"2014Á1";" Hvalfjarðarsveit";"Konur";300
"2014Á1";" Hvalfjarðarsveit";"Ísl. ríkisborgarar";590
"2014Á1";" Hvalfjarðarsveit";"Erl. ríkisborgarar";30
"2014Á1";" Borgarbyggð";"Alls";3510
"2014Á1";" Borgarbyggð";"Karlar";1810
"2014Á1";" Borgarbyggð";"Konur";1700
"2014Á1";" Borgarbyggð";"Ísl. ríkisborgarar";3350
"2014Á1";" Borgarbyggð";"Erl. ríkisborgarar";160
"2014Á1";" Grundarfjarðarbær";"Alls";880
"2014Á1";" Grundarfjarðarbær";"Karlar";440
"2014Á1";" Grundarfjarðarbær";"Konur";440
"2014Á1";" Grundarfjarðarbær";"Ísl. ríkisborgarar";760
"2014Á1";" Grundarfjarðarbær";"Erl. ríkisborgarar";120
"2014Á1";" Helgafellssveit";"Alls";50
"2014Á1";" Helgafellssveit";"Karlar";35
"2014Á1";" Helgafellssveit";"Konur";20
"2014Á1";" Helgafellssveit";"Ísl. ríkisborgarar";50
"2014Á1";" Helgafellssveit";"Erl. ríkisborgarar";5
"2014Á1";" Stykkishólmsbær";"Alls";1090
"2014Á1";" Stykkishólmsbær";"Karlar";560
"2014Á1";" Stykkishólmsbær";"Konur";530
"2014Á1";" Stykkishólmsbær";"Ísl. ríkisborgarar";1000
"2014Á1";" Stykkishólmsbær";"Erl. ríkisborgarar";90
"2014Á1";" Eyja- og Miklaholtshreppur";"Alls";140
"2014Á1";" Eyja- og Miklaholtshreppur";"Karlar";70
"2014Á1";" Eyja- og Miklaholtshreppur";"Konur";70
"2014Á1";" Eyja- og Miklaholtshreppur";"Ísl. ríkisborgarar";110
"2014Á1";" Eyja- og Miklaholtshreppur";"Erl. ríkisborgarar";35
"2014Á1";" Snæfellsbær";"Alls";1700
"2014Á1";" Snæfellsbær";"Karlar";880
"2014Á1";" Snæfellsbær";"Konur";820
"2014Á1";" Snæfellsbær";"Ísl. ríkisborgarar";1440
"2014Á1";" Snæfellsbær";"Erl. ríkisborgarar";260
