"Ársfjórðungur";"Sveitarfélag";"Kyn og ríkisfang";Mannfjöldi eftir sveitarfélögum, kyni, ríkisfangi og ársfjórðungum
"2012Á4";" Sveitarfélagið Hornafjörður";"Karlar";1140
"2012Á4";" Sveitarfélagið Hornafjörður";"Konur";1030
"2012Á4";" Sveitarfélagið Hornafjörður";"Ísl. ríkisborgarar";2050
"2012Á4";" Sveitarfélagið Hornafjörður";"Erl. ríkisborgarar";120
"2012Á4";" Vestmannaeyjabær";"Alls";4220
"2012Á4";" Vestmannaeyjabær";"Karlar";2190
"2012Á4";" Vestmannaeyjabær";"Konur";2030
"2012Á4";" Vestmannaeyjabær";"Ísl. ríkisborgarar";4040
"2012Á4";" Vestmannaeyjabær";"Erl. ríkisborgarar";180
"2012Á4";" Sveitarfélagið Árborg";"Alls";7840
"2012Á4";" Sveitarfélagið Árborg";"Karlar";3970
"2012Á4";" Sveitarfélagið Árborg";"Konur";3870
"2012Á4";" Sveitarfélagið Árborg";"Ísl. ríkisborgarar";7520
"2012Á4";" Sveitarfélagið Árborg";"Erl. ríkisborgarar";320
"2012Á4";" Mýrdalshreppur";"Alls";460
"2012Á4";" Mýrdalshreppur";"Karlar";250
"2012Á4";" Mýrdalshreppur";"Konur";210
"2012Á4";" Mýrdalshreppur";"Ísl. ríkisborgarar";430
"2012Á4";" Mýrdalshreppur";"Erl. ríkisborgarar";30
"2012Á4";" Skaftárhreppur";"Alls";440
"2012Á4";" Skaftárhreppur";"Karlar";230
"2012Á4";" Skaftárhreppur";"Konur";210
"2012Á4";" Skaftárhreppur";"Ísl. ríkisborgarar";430
"2012Á4";" Skaftárhreppur";"Erl. ríkisborgarar";15
"2012Á4";" Ásahreppur";"Alls";190
"2012Á4";" Ásahreppur";"Karlar";90
"2012Á4";" Ásahreppur";"Konur";100
"2012Á4";" Ásahreppur";"Ísl. ríkisborgarar";180
"2012Á4";" Ásahreppur";"Erl. ríkisborgarar";15
"2012Á4";" Rangárþing eystra";"Alls";1740
"2012Á4";" Rangárþing eystra";"Karlar";900
"2012Á4";" Rangárþing eystra";"Konur";830
"2012Á4";" Rangárþing eystra";"Ísl. ríkisborgarar";1550
"2012Á4";" Rangárþing eystra";"Erl. ríkisborgarar";190
"2012Á4";" Rangárþing ytra";"Alls";1520
"2012Á4";" Rangárþing ytra";"Karlar";760
"2012Á4";" Rangárþing ytra";"Konur";760
"2012Á4";" Rangárþing ytra";"Ísl. ríkisborgarar";1390
"2012Á4";" Rangárþing ytra";"Erl. ríkisborgarar";130
"2012Á4";" Hrunamannahreppur";"Alls";780
"2012Á4";" Hrunamannahreppur";"Karlar";410
"2012Á4";" Hrunamannahreppur";"Konur";370
"2012Á4";" Hrunamannahreppur";"Ísl. ríkisborgarar";670
"2012Á4";" Hrunamannahreppur";"Erl. ríkisborgarar";110
"2012Á4";" Hveragerðisbær";"Alls";2300
"2012Á4";" Hveragerðisbær";"Karlar";1180
"2012Á4";" Hveragerðisbær";"Konur";1120
"2012Á4";" Hveragerðisbær";"Ísl. ríkisborgarar";2220
"2012Á4";" Hveragerðisbær";"Erl. ríkisborgarar";80
"2012Á4";" Sveitarfélagið Ölfus";"Alls";1900
"2012Á4";" Sveitarfélagið Ölfus";"Karlar";1000
"2012Á4";" Sveitarfélagið Ölfus";"Konur";900
"2012Á4";" Sveitarfélagið Ölfus";"Ísl. ríkisborgarar";1650
"2012Á4";" Sveitarfélagið Ölfus";"Erl. ríkisborgarar";260
"2012Á4";" Grímsnes- og Grafningshreppur";"Alls";420
"2012Á4";" Grímsnes- og Grafningshreppur";"Karlar";220
"2012Á4";" Grímsnes- og Grafningshreppur";"Konur";200
"2012Á4";" Grímsnes- og Grafningshreppur";"Ísl. ríkisborgarar";390
"2012Á4";" Grímsnes- og Grafningshreppur";"Erl. ríkisborgarar";40
"2012Á4";" Skeiða- og Gnúpverjahreppur";"Alls";510
"2012Á4";" Skeiða- og Gnúpverjahreppur";"Karlar";260
"2012Á4";" Skeiða- og Gnúpverjahreppur";"Konur";250
"2012Á4";" Skeiða- og Gnúpverjahreppur";"Ísl. ríkisborgarar";470
"2012Á4";" Skeiða- og Gnúpverjahreppur";"Erl. ríkisborgarar";40
"2012Á4";" Bláskógabyggð";"Alls";900
"2012Á4";" Bláskógabyggð";"Karlar";450
"2012Á4";" Bláskógabyggð";"Konur";450
"2012Á4";" Bláskógabyggð";"Ísl. ríkisborgarar";800
"2012Á4";" Bláskógabyggð";"Erl. ríkisborgarar";100
"2012Á4";" Flóahreppur";"Alls";640
"2012Á4";" Flóahreppur";"Karlar";340
"2012Á4";" Flóahreppur";"Konur";300
"2012Á4";" Flóahreppur";"Ísl. ríkisborgarar";610
"2012Á4";" Flóahreppur";"Erl. ríkisborgarar";30
"2013Á1";"Alls";"Alls";322930
"2013Á1";"Alls";"Karlar";161960
"2013Á1";"Alls";"Konur";160970
"2013Á1";"Alls";"Ísl. ríkisborgarar";301020
"2013Á1";"Alls";"Erl. ríkisborgarar";21910
"2013Á1";"Höfuðborgarsvæðið";"Alls";206650
"2013Á1";"Höfuðborgarsvæðið";"Karlar";102540
"2013Á1";"Höfuðborgarsvæðið";"Konur";104110
"2013Á1";"Höfuðborgarsvæðið";"Ísl. ríkisborgarar";192430
"2013Á1";"Höfuðborgarsvæðið";"Erl. ríkisborgarar";14220
"2013Á1";" Reykjavíkurborg";"Alls";120210
"2013Á1";" Reykjavíkurborg";"Karlar";59580
"2013Á1";" Reykjavíkurborg";"Konur";60630
"2013Á1";" Reykjavíkurborg";"Ísl. ríkisborgarar";110670
"2013Á1";" Reykjavíkurborg";"Erl. ríkisborgarar";9550
"2013Á1";" Kópavogsbær";"Alls";31890
"2013Á1";" Kópavogsbær";"Karlar";15800
"2013Á1";" Kópavogsbær";"Konur";16090
"2013Á1";" Kópavogsbær";"Ísl. ríkisborgarar";30060
"2013Á1";" Kópavogsbær";"Erl. ríkisborgarar";1830
"2013Á1";" Seltjarnarnesbær";"Alls";4340
"2013Á1";" Seltjarnarnesbær";"Karlar";2140
"2013Á1";" Seltjarnarnesbær";"Konur";2190
"2013Á1";" Seltjarnarnesbær";"Ísl. ríkisborgarar";4130
"2013Á1";" Seltjarnarnesbær";"Erl. ríkisborgarar";210
"2013Á1";" Garðabær";"Alls";13970
"2013Á1";" Garðabær";"Karlar";6880
"2013Á1";" Garðabær";"Konur";7090
"2013Á1";" Garðabær";"Ísl. ríkisborgarar";13550
"2013Á1";" Garðabær";"Erl. ríkisborgarar";420
"2013Á1";" Hafnarfjarðarkaupstaður";"Alls";27020
"2013Á1";" Hafnarfjarðarkaupstaður";"Karlar";13390
"2013Á1";" Hafnarfjarðarkaupstaður";"Konur";13630
"2013Á1";" Hafnarfjarðarkaupstaður";"Ísl. ríkisborgarar";25160
"2013Á1";" Hafnarfjarðarkaupstaður";"Erl. ríkisborgarar";1860
"2013Á1";" Sveitarfélagið Álftanes";"Alls";.
"2013Á1";" Sveitarfélagið Álftanes";"Karlar";.
"2013Á1";" Sveitarfélagið Álftanes";"Konur";.
"2013Á1";" Sveitarfélagið Álftanes";"Ísl. ríkisborgarar";.
"2013Á1";" Sveitarfélagið Álftanes";"Erl. ríkisborgarar";.
"2013Á1";" Mosfellsbær";"Alls";9020
"2013Á1";" Mosfellsbær";"Karlar";4630
"2013Á1";" Mosfellsbær";"Konur";4390
"2013Á1";" Mosfellsbær";"Ísl. ríkisborgarar";8670
"2013Á1";" Mosfellsbær";"Erl. ríkisborgarar";350
"2013Á1";" Kjósarhreppur";"Alls";210
"2013Á1";" Kjósarhreppur";"Karlar";120
"2013Á1";" Kjósarhreppur";"Konur";90
"2013Á1";" Kjósarhreppur";"Ísl. ríkisborgarar";200
"2013Á1";" Kjósarhreppur";"Erl. ríkisborgarar";10
"2013Á1";"Landsbyggðin";"Alls";116280
"2013Á1";"Landsbyggðin";"Karlar";59420
"2013Á1";"Landsbyggðin";"Konur";56860
"2013Á1";"Landsbyggðin";"Ísl. ríkisborgarar";108590
"2013Á1";"Landsbyggðin";"Erl. ríkisborgarar";7680
"2013Á1";" Reykjanesbær";"Alls";14250
"2013Á1";" Reykjanesbær";"Karlar";7230
"2013Á1";" Reykjanesbær";"Konur";7020
"2013Á1";" Reykjanesbær";"Ísl. ríkisborgarar";12970
"2013Á1";" Reykjanesbær";"Erl. ríkisborgarar";1270
"2013Á1";" Grindavíkurbær";"Alls";2870
"2013Á1";" Grindavíkurbær";"Karlar";1480
"2013Á1";" Grindavíkurbær";"Konur";1390
"2013Á1";" Grindavíkurbær";"Ísl. ríkisborgarar";2650
"2013Á1";" Grindavíkurbær";"Erl. ríkisborgarar";220
"2013Á1";" Sandgerðisbær";"Alls";1580
"2013Á1";" Sandgerðisbær";"Karlar";830
"2013Á1";" Sandgerðisbær";"Konur";750
"2013Á1";" Sandgerðisbær";"Ísl. ríkisborgarar";1350
"2013Á1";" Sandgerðisbær";"Erl. ríkisborgarar";240
"2013Á1";" Sveitarfélagið Garður";"Alls";1420
"2013Á1";" Sveitarfélagið Garður";"Karlar";770
"2013Á1";" Sveitarfélagið Garður";"Konur";660
"2013Á1";" Sveitarfélagið Garður";"Ísl. ríkisborgarar";1260
"2013Á1";" Sveitarfélagið Garður";"Erl. ríkisborgarar";160
"2013Á1";" Sveitarfélagið Vogar";"Alls";1110
"2013Á1";" Sveitarfélagið Vogar";"Karlar";570
"2013Á1";" Sveitarfélagið Vogar";"Konur";540
"2013Á1";" Sveitarfélagið Vogar";"Ísl. ríkisborgarar";1040
"2013Á1";" Sveitarfélagið Vogar";"Erl. ríkisborgarar";70
"2013Á1";" Suðurnesjabær";"Alls";.
"2013Á1";" Suðurnesjabær";"Karlar";.
"2013Á1";" Suðurnesjabær";"Konur";.
"2013Á1";" Suðurnesjabær";"Ísl. ríkisborgarar";.
"2013Á1";" Suðurnesjabær";"Erl. ríkisborgarar";.
"2013Á1";" Akraneskaupstaður";"Alls";6650
"2013Á1";" Akraneskaupstaður";"Karlar";3390
"2013Á1";" Akraneskaupstaður";"Konur";3260
"2013Á1";" Akraneskaupstaður";"Ísl. ríkisborgarar";6220
"2013Á1";" Akraneskaupstaður";"Erl. ríkisborgarar";430
"2013Á1";" Skorradalshreppur";"Alls";60
"2013Á1";" Skorradalshreppur";"Karlar";30
"2013Á1";" Skorradalshreppur";"Konur";25
"2013Á1";" Skorradalshreppur";"Ísl. ríkisborgarar";60
"2013Á1";" Skorradalshreppur";"Erl. ríkisborgarar";.
"2013Á1";" Hvalfjarðarsveit";"Alls";610
"2013Á1";" Hvalfjarðarsveit";"Karlar";330
"2013Á1";" Hvalfjarðarsveit";"Konur";280
"2013Á1";" Hvalfjarðarsveit";"Ísl. ríkisborgarar";580
"2013Á1";" Hvalfjarðarsveit";"Erl. ríkisborgarar";30
"2013Á1";" Borgarbyggð";"Alls";3470
"2013Á1";" Borgarbyggð";"Karlar";1800
"2013Á1";" Borgarbyggð";"Konur";1670
"2013Á1";" Borgarbyggð";"Ísl. ríkisborgarar";3300
"2013Á1";" Borgarbyggð";"Erl. ríkisborgarar";170
"2013Á1";" Grundarfjarðarbær";"Alls";890
"2013Á1";" Grundarfjarðarbær";"Karlar";450
"2013Á1";" Grundarfjarðarbær";"Konur";440
"2013Á1";" Grundarfjarðarbær";"Ísl. ríkisborgarar";750
"2013Á1";" Grundarfjarðarbær";"Erl. ríkisborgarar";140
"2013Á1";" Helgafellssveit";"Alls";60
"2013Á1";" Helgafellssveit";"Karlar";35
"2013Á1";" Helgafellssveit";"Konur";25
"2013Á1";" Helgafellssveit";"Ísl. ríkisborgarar";60
"2013Á1";" Helgafellssveit";"Erl. ríkisborgarar";5
"2013Á1";" Stykkishólmsbær";"Alls";1100
"2013Á1";" Stykkishólmsbær";"Karlar";570
"2013Á1";" Stykkishólmsbær";"Konur";530
"2013Á1";" Stykkishólmsbær";"Ísl. ríkisborgarar";1010
"2013Á1";" Stykkishólmsbær";"Erl. ríkisborgarar";80
"2013Á1";" Eyja- og Miklaholtshreppur";"Alls";160
"2013Á1";" Eyja- og Miklaholtshreppur";"Karlar";80
"2013Á1";" Eyja- og Miklaholtshreppur";"Konur";80
"2013Á1";" Eyja- og Miklaholtshreppur";"Ísl. ríkisborgarar";110
"2013Á1";" Eyja- og Miklaholtshreppur";"Erl. ríkisborgarar";40
"2013Á1";" Snæfellsbær";"Alls";1710
"2013Á1";" Snæfellsbær";"Karlar";880
"2013Á1";" Snæfellsbær";"Konur";830
"2013Á1";" Snæfellsbær";"Ísl. ríkisborgarar";1470
"2013Á1";" Snæfellsbær";"Erl. ríkisborgarar";240
"2013Á1";" Dalabyggð";"Alls";670
"2013Á1";" Dalabyggð";"Karlar";350
"2013Á1";" Dalabyggð";"Konur";320
"2013Á1";" Dalabyggð";"Ísl. ríkisborgarar";650
"2013Á1";" Dalabyggð";"Erl. ríkisborgarar";25
"2013Á1";" Bolungarvíkurkaupstaður";"Alls";920
"2013Á1";" Bolungarvíkurkaupstaður";"Karlar";480
"2013Á1";" Bolungarvíkurkaupstaður";"Konur";440
"2013Á1";" Bolungarvíkurkaupstaður";"Ísl. ríkisborgarar";800
"2013Á1";" Bolungarvíkurkaupstaður";"Erl. ríkisborgarar";120
"2013Á1";" Ísafjarðarbær";"Alls";3760
"2013Á1";" Ísafjarðarbær";"Karlar";1870
"2013Á1";" Ísafjarðarbær";"Konur";1880
"2013Á1";" Ísafjarðarbær";"Ísl. ríkisborgarar";3370
"2013Á1";" Ísafjarðarbær";"Erl. ríkisborgarar";390
"2013Á1";" Reykhólahreppur";"Alls";280
"2013Á1";" Reykhólahreppur";"Karlar";140
"2013Á1";" Reykhólahreppur";"Konur";140
"2013Á1";" Reykhólahreppur";"Ísl. ríkisborgarar";270
"2013Á1";" Reykhólahreppur";"Erl. ríkisborgarar";5
"2013Á1";" Tálknafjarðarhreppur";"Alls";290
"2013Á1";" Tálknafjarðarhreppur";"Karlar";150
"2013Á1";" Tálknafjarðarhreppur";"Konur";140
"2013Á1";" Tálknafjarðarhreppur";"Ísl. ríkisborgarar";240
"2013Á1";" Tálknafjarðarhreppur";"Erl. ríkisborgarar";45
"2013Á1";" Vesturbyggð";"Alls";940
"2013Á1";" Vesturbyggð";"Karlar";490
"2013Á1";" Vesturbyggð";"Konur";460
"2013Á1";" Vesturbyggð";"Ísl. ríkisborgarar";830
"2013Á1";" Vesturbyggð";"Erl. ríkisborgarar";110
"2013Á1";" Súðavíkurhreppur";"Alls";190
"2013Á1";" Súðavíkurhreppur";"Karlar";100
"2013Á1";" Súðavíkurhreppur";"Konur";90
"2013Á1";" Súðavíkurhreppur";"Ísl. ríkisborgarar";160
"2013Á1";" Súðavíkurhreppur";"Erl. ríkisborgarar";25
"2013Á1";" Árneshreppur";"Alls";50
"2013Á1";" Árneshreppur";"Karlar";30
"2013Á1";" Árneshreppur";"Konur";25
"2013Á1";" Árneshreppur";"Ísl. ríkisborgarar";50
"2013Á1";" Árneshreppur";"Erl. ríkisborgarar";0
"2013Á1";" Kaldrananeshreppur";"Alls";100
"2013Á1";" Kaldrananeshreppur";"Karlar";50
"2013Á1";" Kaldrananeshreppur";"Konur";50
"2013Á1";" Kaldrananeshreppur";"Ísl. ríkisborgarar";100
"2013Á1";" Kaldrananeshreppur";"Erl. ríkisborgarar";5
"2013Á1";" Bæjarhreppur";"Alls";.
"2013Á1";" Bæjarhreppur";"Karlar";.
"2013Á1";" Bæjarhreppur";"Konur";.
"2013Á1";" Bæjarhreppur";"Ísl. ríkisborgarar";.
"2013Á1";" Bæjarhreppur";"Erl. ríkisborgarar";.
"2013Á1";" Strandabyggð";"Alls";520
"2013Á1";" Strandabyggð";"Karlar";280
"2013Á1";" Strandabyggð";"Konur";250
"2013Á1";" Strandabyggð";"Ísl. ríkisborgarar";510
"2013Á1";" Strandabyggð";"Erl. ríkisborgarar";10
"2013Á1";" Sveitarfélagið Skagafjörður";"Alls";4010
"2013Á1";" Sveitarfélagið Skagafjörður";"Karlar";2020
"2013Á1";" Sveitarfélagið Skagafjörður";"Konur";1990
"2013Á1";" Sveitarfélagið Skagafjörður";"Ísl. ríkisborgarar";3880
"2013Á1";" Sveitarfélagið Skagafjörður";"Erl. ríkisborgarar";130
"2013Á1";" Húnaþing vestra";"Alls";1160
"2013Á1";" Húnaþing vestra";"Karlar";560
"2013Á1";" Húnaþing vestra";"Konur";600
"2013Á1";" Húnaþing vestra";"Ísl. ríkisborgarar";1120
"2013Á1";" Húnaþing vestra";"Erl. ríkisborgarar";45
"2013Á1";" Blönduósbær";"Alls";890
"2013Á1";" Blönduósbær";"Karlar";450
"2013Á1";" Blönduósbær";"Konur";430
"2013Á1";" Blönduósbær";"Ísl. ríkisborgarar";810
"2013Á1";" Blönduósbær";"Erl. ríkisborgarar";80
"2013Á1";" Sveitarfélagið Skagaströnd";"Alls";500
"2013Á1";" Sveitarfélagið Skagaströnd";"Karlar";260
"2013Á1";" Sveitarfélagið Skagaströnd";"Konur";240
"2013Á1";" Sveitarfélagið Skagaströnd";"Ísl. ríkisborgarar";490
"2013Á1";" Sveitarfélagið Skagaströnd";"Erl. ríkisborgarar";10
"2013Á1";" Skagabyggð";"Alls";100
"2013Á1";" Skagabyggð";"Karlar";50
"2013Á1";" Skagabyggð";"Konur";45
"2013Á1";" Skagabyggð";"Ísl. ríkisborgarar";90
"2013Á1";" Skagabyggð";"Erl. ríkisborgarar";5
"2013Á1";" Húnavatnshreppur";"Alls";410
"2013Á1";" Húnavatnshreppur";"Karlar";220
"2013Á1";" Húnavatnshreppur";"Konur";190
"2013Á1";" Húnavatnshreppur";"Ísl. ríkisborgarar";390
"2013Á1";" Húnavatnshreppur";"Erl. ríkisborgarar";20
"2013Á1";" Akrahreppur";"Alls";200
"2013Á1";" Akrahreppur";"Karlar";100
"2013Á1";" Akrahreppur";"Konur";110
"2013Á1";" Akrahreppur";"Ísl. ríkisborgarar";200
"2013Á1";" Akrahreppur";"Erl. ríkisborgarar";5
"2013Á1";" Akureyrarbær";"Alls";18030
"2013Á1";" Akureyrarbær";"Karlar";8920
"2013Á1";" Akureyrarbær";"Konur";9110
"2013Á1";" Akureyrarbær";"Ísl. ríkisborgarar";17550
"2013Á1";" Akureyrarbær";"Erl. ríkisborgarar";480
"2013Á1";" Norðurþing";"Alls";2850
"2013Á1";" Norðurþing";"Karlar";1440
"2013Á1";" Norðurþing";"Konur";1410
"2013Á1";" Norðurþing";"Ísl. ríkisborgarar";2680
"2013Á1";" Norðurþing";"Erl. ríkisborgarar";180
"2013Á1";" Fjallabyggð";"Alls";2020
"2013Á1";" Fjallabyggð";"Karlar";1010
"2013Á1";" Fjallabyggð";"Konur";1010
"2013Á1";" Fjallabyggð";"Ísl. ríkisborgarar";1950
"2013Á1";" Fjallabyggð";"Erl. ríkisborgarar";70
"2013Á1";" Dalvíkurbyggð";"Alls";1850
"2013Á1";" Dalvíkurbyggð";"Karlar";970
"2013Á1";" Dalvíkurbyggð";"Konur";890
"2013Á1";" Dalvíkurbyggð";"Ísl. ríkisborgarar";1690
"2013Á1";" Dalvíkurbyggð";"Erl. ríkisborgarar";160
"2013Á1";" Arnarneshreppur";"Alls";.
"2013Á1";" Arnarneshreppur";"Karlar";.
"2013Á1";" Arnarneshreppur";"Konur";.
"2013Á1";" Arnarneshreppur";"Ísl. ríkisborgarar";.
"2013Á1";" Arnarneshreppur";"Erl. ríkisborgarar";.
"2013Á1";" Eyjafjarðarsveit";"Alls";1020
"2013Á1";" Eyjafjarðarsveit";"Karlar";530
"2013Á1";" Eyjafjarðarsveit";"Konur";490
"2013Á1";" Eyjafjarðarsveit";"Ísl. ríkisborgarar";990
"2013Á1";" Eyjafjarðarsveit";"Erl. ríkisborgarar";20
"2013Á1";" Hörgárbyggð";"Alls";.
"2013Á1";" Hörgárbyggð";"Karlar";.
"2013Á1";" Hörgárbyggð";"Konur";.
"2013Á1";" Hörgárbyggð";"Ísl. ríkisborgarar";.
"2013Á1";" Hörgárbyggð";"Erl. ríkisborgarar";.
"2013Á1";" Hörgársveit";"Alls";560
"2013Á1";" Hörgársveit";"Karlar";280
"2013Á1";" Hörgársveit";"Konur";280
"2013Á1";" Hörgársveit";"Ísl. ríkisborgarar";540
"2013Á1";" Hörgársveit";"Erl. ríkisborgarar";20
"2013Á1";" Svalbarðsstrandarhreppur";"Alls";410
"2013Á1";" Svalbarðsstrandarhreppur";"Karlar";220
"2013Á1";" Svalbarðsstrandarhreppur";"Konur";200
"2013Á1";" Svalbarðsstrandarhreppur";"Ísl. ríkisborgarar";380
"2013Á1";" Svalbarðsstrandarhreppur";"Erl. ríkisborgarar";35
"2013Á1";" Grýtubakkahreppur";"Alls";370
"2013Á1";" Grýtubakkahreppur";"Karlar";190
"2013Á1";" Grýtubakkahreppur";"Konur";180
"2013Á1";" Grýtubakkahreppur";"Ísl. ríkisborgarar";350
"2013Á1";" Grýtubakkahreppur";"Erl. ríkisborgarar";25
"2013Á1";" Skútustaðahreppur";"Alls";380
"2013Á1";" Skútustaðahreppur";"Karlar";190
"2013Á1";" Skútustaðahreppur";"Konur";190
"2013Á1";" Skútustaðahreppur";"Ísl. ríkisborgarar";370
"2013Á1";" Skútustaðahreppur";"Erl. ríkisborgarar";10
"2013Á1";" Tjörneshreppur";"Alls";50
"2013Á1";" Tjörneshreppur";"Karlar";25
"2013Á1";" Tjörneshreppur";"Konur";25
"2013Á1";" Tjörneshreppur";"Ísl. ríkisborgarar";50
"2013Á1";" Tjörneshreppur";"Erl. ríkisborgarar";.
"2013Á1";" Þingeyjarsveit";"Alls";920
"2013Á1";" Þingeyjarsveit";"Karlar";470
"2013Á1";" Þingeyjarsveit";"Konur";450
"2013Á1";" Þingeyjarsveit";"Ísl. ríkisborgarar";900
"2013Á1";" Þingeyjarsveit";"Erl. ríkisborgarar";25
"2013Á1";" Svalbarðshreppur";"Alls";100
"2013Á1";" Svalbarðshreppur";"Karlar";50
"2013Á1";" Svalbarðshreppur";"Konur";45
"2013Á1";" Svalbarðshreppur";"Ísl. ríkisborgarar";90
"2013Á1";" Svalbarðshreppur";"Erl. ríkisborgarar";5
"2013Á1";" Langanesbyggð";"Alls";520
"2013Á1";" Langanesbyggð";"Karlar";280
"2013Á1";" Langanesbyggð";"Konur";250
"2013Á1";" Langanesbyggð";"Ísl. ríkisborgarar";450
"2013Á1";" Langanesbyggð";"Erl. ríkisborgarar";70
"2013Á1";" Seyðisfjarðarkaupstaður";"Alls";680
"2013Á1";" Seyðisfjarðarkaupstaður";"Karlar";350
"2013Á1";" Seyðisfjarðarkaupstaður";"Konur";320
"2013Á1";" Seyðisfjarðarkaupstaður";"Ísl. ríkisborgarar";640
"2013Á1";" Seyðisfjarðarkaupstaður";"Erl. ríkisborgarar";40
"2013Á1";" Fjarðabyggð";"Alls";4630
"2013Á1";" Fjarðabyggð";"Karlar";2470
"2013Á1";" Fjarðabyggð";"Konur";2150
"2013Á1";" Fjarðabyggð";"Ísl. ríkisborgarar";4140
"2013Á1";" Fjarðabyggð";"Erl. ríkisborgarar";480
"2013Á1";" Vopnafjarðarhreppur";"Alls";680
"2013Á1";" Vopnafjarðarhreppur";"Karlar";360
"2013Á1";" Vopnafjarðarhreppur";"Konur";320
"2013Á1";" Vopnafjarðarhreppur";"Ísl. ríkisborgarar";660
"2013Á1";" Vopnafjarðarhreppur";"Erl. ríkisborgarar";20
"2013Á1";" Fljótsdalshreppur";"Alls";80
"2013Á1";" Fljótsdalshreppur";"Karlar";50
"2013Á1";" Fljótsdalshreppur";"Konur";25
"2013Á1";" Fljótsdalshreppur";"Ísl. ríkisborgarar";80
"2013Á1";" Fljótsdalshreppur";"Erl. ríkisborgarar";.
"2013Á1";" Borgarfjarðarhreppur";"Alls";130
"2013Á1";" Borgarfjarðarhreppur";"Karlar";70
"2013Á1";" Borgarfjarðarhreppur";"Konur";50
"2013Á1";" Borgarfjarðarhreppur";"Ísl. ríkisborgarar";110
"2013Á1";" Borgarfjarðarhreppur";"Erl. ríkisborgarar";20
"2013Á1";" Breiðdalshreppur";"Alls";180
"2013Á1";" Breiðdalshreppur";"Karlar";100
"2013Á1";" Breiðdalshreppur";"Konur";80
"2013Á1";" Breiðdalshreppur";"Ísl. ríkisborgarar";170
"2013Á1";" Breiðdalshreppur";"Erl. ríkisborgarar";5
"2013Á1";" Djúpavogshreppur";"Alls";450
"2013Á1";" Djúpavogshreppur";"Karlar";240
"2013Á1";" Djúpavogshreppur";"Konur";210
"2013Á1";" Djúpavogshreppur";"Ísl. ríkisborgarar";410
"2013Á1";" Djúpavogshreppur";"Erl. ríkisborgarar";45
"2013Á1";" Fljótsdalshérað";"Alls";3450
"2013Á1";" Fljótsdalshérað";"Karlar";1770
"2013Á1";" Fljótsdalshérað";"Konur";1680
"2013Á1";" Fljótsdalshérað";"Ísl. ríkisborgarar";3290
"2013Á1";" Fljótsdalshérað";"Erl. ríkisborgarar";150
"2013Á1";" Sveitarfélagið Hornafjörður";"Alls";2160
"2013Á1";" Sveitarfélagið Hornafjörður";"Karlar";1140
"2013Á1";" Sveitarfélagið Hornafjörður";"Konur";1020
"2013Á1";" Sveitarfélagið Hornafjörður";"Ísl. ríkisborgarar";2030
"2013Á1";" Sveitarfélagið Hornafjörður";"Erl. ríkisborgarar";130
"2013Á1";" Vestmannaeyjabær";"Alls";4260
"2013Á1";" Vestmannaeyjabær";"Karlar";2210
"2013Á1";" Vestmannaeyjabær";"Konur";2050
"2013Á1";" Vestmannaeyjabær";"Ísl. ríkisborgarar";4050
"2013Á1";" Vestmannaeyjabær";"Erl. ríkisborgarar";200
"2013Á1";" Sveitarfélagið Árborg";"Alls";7830
"2013Á1";" Sveitarfélagið Árborg";"Karlar";3960
"2013Á1";" Sveitarfélagið Árborg";"Konur";3880
"2013Á1";" Sveitarfélagið Árborg";"Ísl. ríkisborgarar";7510
"2013Á1";" Sveitarfélagið Árborg";"Erl. ríkisborgarar";320
"2013Á1";" Mýrdalshreppur";"Alls";450
"2013Á1";" Mýrdalshreppur";"Karlar";250
"2013Á1";" Mýrdalshreppur";"Konur";210
"2013Á1";" Mýrdalshreppur";"Ísl. ríkisborgarar";420
"2013Á1";" Mýrdalshreppur";"Erl. ríkisborgarar";30
"2013Á1";" Skaftárhreppur";"Alls";440
"2013Á1";" Skaftárhreppur";"Karlar";230
"2013Á1";" Skaftárhreppur";"Konur";210
"2013Á1";" Skaftárhreppur";"Ísl. ríkisborgarar";420
"2013Á1";" Skaftárhreppur";"Erl. ríkisborgarar";15
"2013Á1";" Ásahreppur";"Alls";200
"2013Á1";" Ásahreppur";"Karlar";100
"2013Á1";" Ásahreppur";"Konur";100
"2013Á1";" Ásahreppur";"Ísl. ríkisborgarar";180
"2013Á1";" Ásahreppur";"Erl. ríkisborgarar";20
"2013Á1";" Rangárþing eystra";"Alls";1730
"2013Á1";" Rangárþing eystra";"Karlar";900
"2013Á1";" Rangárþing eystra";"Konur";830
"2013Á1";" Rangárþing eystra";"Ísl. ríkisborgarar";1550
"2013Á1";" Rangárþing eystra";"Erl. ríkisborgarar";190
"2013Á1";" Rangárþing ytra";"Alls";1510
"2013Á1";" Rangárþing ytra";"Karlar";750
"2013Á1";" Rangárþing ytra";"Konur";760
"2013Á1";" Rangárþing ytra";"Ísl. ríkisborgarar";1380
"2013Á1";" Rangárþing ytra";"Erl. ríkisborgarar";130
"2013Á1";" Hrunamannahreppur";"Alls";790
"2013Á1";" Hrunamannahreppur";"Karlar";420
"2013Á1";" Hrunamannahreppur";"Konur";370
"2013Á1";" Hrunamannahreppur";"Ísl. ríkisborgarar";670
"2013Á1";" Hrunamannahreppur";"Erl. ríkisborgarar";120
"2013Á1";" Hveragerðisbær";"Alls";2300
"2013Á1";" Hveragerðisbær";"Karlar";1180
